Id,CategoryLevel,SegmentId,Culture,PluralName,SingularName,ImageName,Description,ShortDescription,Title,DisplayOrder,Slug,SlugUrl,Visible,IsAvailableInBoatSelector
609,3,3,en-US,Megaphones/Intercom Systems,Megaphones/Intercom Systems,"","",Use a megaphone or some kind of loud hailing device so that you can be heard by other boaters or people on shore.  You can use a handheld megaphone or have one installed as a part of an integrated system with connections for forward and aft PA horns with listen-back and includes bells and whistles for fog signals and functions as a dual station intercom. ,Megaphones/Intercom Systems,10,,,1,0
629,3,3,en-US,Engine Mounting Platforms,Engine Mounting Platforms,"","","Engine mounting platforms, primarily found in inboard and inboard/outboard craft, need to be anti vibration, shock, and noise.  The platform has to be securely attached to the frame of the boat and capable of hold the engine while it is underway.  Most factory built boats come with the engine mounting platforms already in place.",Engine Mounting Platforms,10,,,1,0
581,3,3,en-US,Ship's Horns/Signal Horns,Ship's Horn/Signal Horn,"","","As with many items, the size of your boat will determine the type of ship’s horn or signal horn that you choose.  Some craft come with factory installed horns.  Look for marine grade construction with sealed sound units, molded motor housings for extra protection, stainless-steel, and rust- and corrosion- proof.  

Hand-held, aerosol powered horns offer an inexpensive alternative that blasts a powerful tone for emergency signaling in fog or rescue situations.  These compact horns are a popular signal horn for boaters, generating approximately 125 decibels.  New environmentally safe air horns use air as a propellant instead of the traditional gas-filled designs. The horns are economical because you do not need to buy expensive refills, they recharge in seconds with a gas station air pump, air compressor, or any other mechanical compressed air source including hand pumps. Works in all weather extremes. 
",Ship's Horns/Signal Horns,10,,,1,0
545,3,3,en-US,Fabric Cleaners/Water Repellents,Fabric Cleaners/Water Repellents,"","","If your boat has any fabrics such as seating or carpets, you need to carry a good quality fabric cleaners and water repellent.  Use products that are non-polluting and recommended for marine applications.",Fabric Cleaners/Water Repellents,10,,,1,0
524,3,3,en-US,Fender/Fender Eyes/Accessories,Fender/Fender Eyes/Accessories,"","","To protect boats and docks, many docks and piers are cushioned with fenders or bumpers, specially designed pads that absorb the impact of a boat bumping into a dock.  Typically made of a poly vinyl chloride compound, fenders are applied to docks and piers while bumpers are applied to boats.  Good quality fenders and bumpers do not mark boats, will resist UV rays, and stand up to marine borers or barnacles.",Fender/Fender Eyes/Accessories,10,,,1,0
525,3,3,en-US,Fenders/Bumpers,Fenders/Bumpers,"","","To protect boats and docks, many docks and piers are cushioned with fenders or bumpers, specially designed pads that absorb the impact of a boat bumping into a dock.  Typically made of a poly vinyl chloride compound, fenders are applied to docks and piers while bumpers are applied to boats.  Good quality fenders and bumpers do not mark boats, will resist UV rays, and stand up to marine borers or barnacles.",Fenders/Bumpers,11,,,1,0
546,3,3,en-US,Fiberglass Repair/Restorers,Fiberglass Repair/Restorers,"","","Fiberglass is not indestructible.  It breaks, fractures, and gets holes through it.  Fiberglass repair kits enable you to undertake a multitude of repairs and bonding tasks onboard.  Use the kits to strengthen, repair, and rebuild fiberglass, metal, plastic, and most woods.  Kits generally include polyester resin with hardener, fiberglass cloth, a spread-stick and mixing tray, rubber gloves, filler material, and instructions.  You can repair problems above or below the waterline.",Fiberglass Repair/Restorers,11,,,1,0
582,3,3,en-US,Shore Power,Shore Power,"","","Many marinas and other docking facilities have an electrical shore power center to supply electricity to visiting boats.  Instead of using your batteries, you can plug into the marina’s electricity.  Use only an approved shore power cord to connect to the shore power center, and plug the power cord into an outlet on the boat that is protected by a properly sized circuit breaker.  Do not plug devices directly into the outlets on the shore power center.  Keep a selection of adaptors on board to enable you to use shore power at different marinas.",Shore Power,11,,,1,0
630,3,3,en-US,Engine Remote Controls,Engine Remote Control,"","","Using a handheld engine remote control box, boaters can control their craft from almost anywhere onboard.  Boaters can adjust engine speed, direction, and emergency stopping while attending to anchor handling, deck tending, and docking.",Engine Remote Controls,11,,,1,0
610,3,3,en-US,Multifunctional Radar Systems,Multifunctional Radar Systems,"","","Marine radar is one of the best collision avoidance systems for recreational boaters, enabling you to &quot;see&quot; through darkness, fog and stormy weather conditions.  Newer radar units are compact, draw little electricity, and are sized to fit boats as small as 18 feet.  Boaters also need to have radar reflectors, more accurately called radar target enhancers ( RTE).  These devices reflect radar energy from other vessels' systems so that you show up on their radar screen as a larger and more consistent &quot;target&quot;.  Used together, marine radar systems can be critical in keeping you safe even when visibility is limited.",Multifunctional Radar Systems,11,,,1,0
596,3,3,en-US,Speedometers,Speedometers,,,,,11,,,1,0
670,3,3,en-US,Swim Platforms/Ladders,Swim Platforms/Ladders,"","","Getting on and off of your boat may not always be such a simple task.  If you swim over the side, getting back onboard can be difficult.  A short boarding ladder, lowered over the side, can help swimmers climb back up into the boat.  A swim platform, fixed to the stern of the boat or temporarily lowered over the side, can also assist swimmers.  The platform is designed for people to enable people to easily enter and exit the water and usually has a lattice construction or numerous drain holes to allow water to pass through",Swim Platforms/Ladders,11,,,1,0
723,3,3,en-US,Radar Reflectors,Radar Reflector,"","","Radar reflectors enable large ships to see your relatively small craft and avoid a collision with you.  The best radar reflectors are 12 inches or more in diameter and octahedral in shape.  Put them up on a staff or hoist the reflectors up onto your mast.

",Radar Reflectors,11,,,1,0
730,3,3,en-US,Sailboat Rigging,Sailboat Rigging,,,,,11,,,1,0
749,3,3,en-US,Publications,Publication,,,,,11,,,1,0
659,2,3,en-US,Hardware and Fasteners,Hardware and Fastener,"","<p>All of the shiny (and not-so-shiny) stuff that&rsquo;s bolted to your boat is called hardware. Nuts &amp; Bolts Fasteners are the screws, nuts and bolts that attach the various pieces of hardware to your boat. Due to their corrosion resistance, stainless steel fasteners are recommended over the bright-finish screws, bolts, and nuts from your local home-improvement store. The term &ldquo;through-bolted&rdquo; means that an item of deck hardware is held in place with a bolt (or long machine screw) that goes all the way through the deck. Under the deck, a washer and nut are threaded on the bolt, and tightened with a wrench to hold the piece of deck hardware firmly in place. Rub Rail One of the most cost-effective ways to freshen up an older boat&rsquo;s appearance is to replace the rub rail&mdash;the narrow &ldquo;bumper&rdquo; that goes all the way around your boat, usually at the place where the hull meets the deck. Taking the old rub rail off isn&rsquo;t difficult; it&rsquo;s usually just a matter of removing dozens of screws that hold the rub rail on the boat. A couple of suggestions here&mdash;a cordless drill with a screwdriver bit works great for screw removal, and&mdash;those screws have been in place for a long time, so be careful not to break them off or damage the screw heads when you&rsquo;re backing them out. Installing the new rub rail is really a two-person job&mdash;again, not particularly hard, but having a second set of hands to help hold the rub rail in place is invaluable. To gain insights to the secrets of rub rail installation, one of the instructional books/CDs/DVDs that are on the market can walk you through the process step-by-step. Cleats Cleats provide a place to attach dock lines and fenders. It&rsquo;s rare to have a cleat actually fail; more often than not, the fasteners holding the cleat to the deck work loose&mdash;or come out altogether. If the cleats on your boat wiggle at all, you need to break out your tool kit and try to re-tighten the cleat&rsquo;s fasteners. Remember to use a wrench or ratchet and socket to tighten the nuts under the deck if the cleats are through-bolted. In assessing the loose-cleat scenario, if the cleats are starting to pit, rust, or otherwise be showing their age, you may want to think about swapping those old cleats out for new ones. Cleat replacement is a bit more time-consuming than it sounds, and you&rsquo;ll need another person to help with those hard-to-reach fasteners under the deck&mdash;so plan accordingly. Walk-thru Windshields Another hardware situation that&rsquo;s within the realm of the do-it-yourself boat owner is fixing a droopy walk-thru windshield. If the center glass panel doesn&rsquo;t want to close properly, chances are that the windshield fasteners and supports aren&rsquo;t as tight as they should be. You might be able to correct this situation by re-tightening the fasteners and re-adjusting the windshield supports (located on either side of the walk-thru section). It&rsquo;s possible that the windshield supports aren&rsquo;t adjustable&mdash;in that case, replace the supports with new windshield adjusters to help hold the windshield in place. Form Follows Function The bottom line is that deck hardware is more than eye-candy&mdash;each piece of hardware has a job to do&mdash;and with a little upkeep, it&rsquo;ll last as long as the rest of your boat.</p>","Hardware and fasteners literally hold your boat together.  A wise boater has a selection of screws, bolts, nuts, cotter pins, shear pins, and fasteners of all types.  Your boat probably has some other basic marine hardware.",Hardware and Fasteners,11,,,1,0
